State,County,Obama,Romney,obama_rate,romney_rate
NY,Columbia,14244,11194,56.0,44.0
NY,Cortland,9445,7886,54.5,45.5
NY,Delaware,7469,9085,45.1,54.9
NY,Dutchess,59885,52320,53.4,46.6
NY,Erie,220184,159678,58.0,42.0
NY,Essex,8835,6495,57.6,42.4
NY,Franklin,9065,5248,63.3,36.7
NY,Fulton,7916,9811,44.7,55.3
NY,Genesee,8886,13701,39.3,60.7
NY,Greene,7911,9935,44.3,55.7
NY,Hamilton,955,1652,36.6,63.4
NY,Herkimer,10433,12389,45.7,54.3
NY,Jefferson,15345,16279,48.5,51.5
NY,Lewis,4263,5083,45.6,54.4
NY,Livingston,10889,13210,45.2,54.8
NY,Madison,12698,12611,50.2,49.8
NY,Manhattan,417861,72300,85.2,14.8
NY,Monroe,178491,124769,58.9,41.1
NY,Montgomery,7881,8622,47.8,52.2
NY,Nassau,243649,212882,53.4,46.6
NY,Niagara,40862,40397,50.3,49.7
NY,Oneida,37388,41639,47.3,52.7
NY,Onondaga,112664,72807,60.7,39.3
NY,Ontario,21285,21998,49.2,50.8
NY,Orange,67709,60984,52.6,47.4
NY,Orleans,5411,8076,40.1,59.9
NY,Oswego,21733,18503,54.0,46.0
NY,Otsego,10975,10527,51.0,49.0
NY,Putnam,17851,22436,44.3,55.7
NY,Queens,399970,103193,79.5,20.5
NY,Rensselaer,34713,27240,56.0,44.0
NY,Rockland,60446,52936,53.3,46.7
NY,Saint Lawrence,19574,13914,58.5,41.5
NY,Saratoga,48876,46829,51.1,48.9
NY,Schenectady,33777,24608,57.9,42.1
NY,Schoharie,4862,6849,41.5,58.5
NY,Schuyler,3354,3942,46.0,54.0
NY,Seneca,6526,5405,54.7,45.3
NY,Staten Island,67524,66420,50.4,49.6
NY,Steuben,14586,20425,41.7,58.3
NY,Suffolk,274830,259348,51.4,48.6
NY,Sullivan,13781,11148,55.3,44.7
NY,Tioga,8263,11278,42.3,57.7
NY,Tompkins,24447,10202,70.6,29.4
NY,Ulster,43164,27340,61.2,38.8
NY,Warren,13112,12571,51.1,48.9
NY,Washington,10596,10254,50.8,49.2
NY,Wayne,15136,18315,45.2,54.8
NY,Westchester,171908,108707,61.3,38.7
NY,Wyoming,5224,9726,34.9,65.1
NY,Yates,4021,4270,48.5,51.5
OH,Ohio,2697260,2593779,51.0,49.0
OH,Adams,3857,6691,36.6,63.4
OH,Allen,16869,28802,36.9,63.1
OH,Ashland,8083,15225,34.7,65.3
OH,Ashtabula,22964,17890,56.2,43.8
OH,Athens,17268,8118,68.0,32.0
OH,Auglaize,5643,16802,25.1,74.9
OH,Belmont,13826,16418,45.7,54.3
OH,Brown,6923,11671,37.2,62.8
OH,Butler,59282,102226,36.7,63.3
OH,Carroll,5396,7177,42.9,57.1
OH,Champaign,7826,11852,39.8,60.2
OH,Clark,30022,31116,49.1,50.9
OH,Clermont,29334,62527,31.9,68.1
OH,Clinton,5534,11740,32.0,68.0
OH,Columbiana,19351,24778,43.9,56.1
OH,Coshocton,6841,8312,45.1,54.9
OH,Crawford,7207,11561,38.4,61.6
OH,Cuyahoga,420953,184475,69.5,30.5
OH,Darke,6610,17745,27.1,72.9
OH,Defiance,7438,9935,42.8,57.2
OH,Delaware,36131,58980,38.0,62.0
OH,Erie,20969,16655,55.7,44.3
OH,Fairfield,28831,40134,41.8,58.2
OH,Fayette,4075,6456,38.7,61.3
OH,Franklin,325654,207941,61.0,39.0
OH,Fulton,8790,11521,43.3,56.7
OH,Gallia,3418,5912,36.6,63.4
OH,Geauga,19295,30104,39.1,60.9
OH,Greene,31028,48683,38.9,61.1
OH,Guernsey,7226,8811,45.1,54.9
OH,Hamilton,208508,188653,52.5,47.5
OH,Hancock,12192,22077,35.6,64.4
OH,Hardin,4487,7337,37.9,62.1
OH,Harrison,2895,3936,42.4,57.6
OH,Henry,5513,8111,40.5,59.5
OH,Highland,5772,11032,34.3,65.7
OH,Hocking,6010,6150,49.4,50.6
OH,Holmes,2568,8563,23.1,76.9
OH,Huron,10673,12821,45.4,54.6
OH,Jackson,4965,7651,39.4,60.6
OH,Jefferson,14960,16729,47.2,52.8
OH,Knox,10154,16873,37.6,62.4
OH,Lake,55219,57150,49.1,50.9
OH,Lawrence,10454,14371,42.1,57.9
OH,Licking,32264,43604,42.5,57.5
OH,Logan,6789,13323,33.8,66.2
OH,Lorain,78112,58095,57.3,42.7
OH,Lucas,129229,68100,65.5,34.5
OH,Madison,6700,10215,39.6,60.4
OH,Mahoning,74298,41702,64.1,36.0
OH,Marion,11933,13938,46.1,53.9
OH,Medina,37841,49464,43.3,56.7
OH,Meigs,3911,5782,40.3,59.7
OH,Mercer,4609,16207,22.1,77.9
OH,Miami,15731,33650,31.9,68.1
OH,Monroe,3007,3540,45.9,54.1
OH,Montgomery,128983,121188,51.6,48.4
OH,Morgan,2772,3136,46.9,53.1
OH,Morrow,5780,9662,37.4,62.6
OH,Muskingum,16327,18826,46.4,53.6
OH,Noble,2082,3498,37.3,62.7
OH,Ottawa,11214,10323,52.1,47.9
OH,Paulding,3435,5248,39.6,60.4
OH,Perry,6857,7498,47.8,52.2
OH,Pickaway,9335,13713,40.5,59.5
OH,Pike,5490,5535,49.8,50.2
OH,Portage,38082,34465,52.5,47.5
OH,Preble,6005,13202,31.3,68.7
OH,Putnam,4238,13563,23.8,76.2
OH,Richland,21785,33057,39.7,60.3
OH,Ross,13895,14582,48.8,51.2
OH,Sandusky,14035,13491,51.0,49.0
OH,Scioto,14432,15023,49.0,51.0
OH,Seneca,10962,13025,45.7,54.3
OH,Shelby,6065,16700,26.6,73.4
OH,Stark,86314,86958,49.8,50.2
OH,Summit,147146,108700,57.5,42.5
OH,Trumbull,59446,37545,61.3,38.7
OH,Tuscarawas,17516,21420,45.0,55.0
OH,Union,8546,15947,34.9,65.1
OH,Van Wert,3923,9433,29.4,70.6
OH,Vinton,2382,2798,46.0,54.0
OH,Warren,31907,74626,30.0,70.0
OH,Washington,11333,16921,40.1,59.9
OH,Wayne,18932,29450,39.1,60.9
OH,Williams,7045,9863,41.7,58.3
OH,Wood,31596,28997,52.1,47.9
OH,Wyandot,3962,6054,39.6,60.4
OK,Oklahoma,442647,889372,33.2,66.8
OK,Adair,2110,4362,32.6,67.4
OK,Alfalfa,278,1539,15.3,84.7
OK,Atoka,1241,3534,26.0,74.0
OK,Beaver,243,2057,10.6,89.4
OK,Beckham,1413,5496,20.5,79.5
OK,Blaine,991,2824,26.0,74.0
OK,Bryan,3533,9188,27.8,72.2
OK,Caddo,3151,5660,35.8,64.2
OK,Canadian,10533,35615,22.8,77.2
OK,Carter,4907,12213,28.7,71.3
OK,Cherokee,6137,8151,43.0,57.0
OK,Choctaw,1494,3572,29.5,70.5
OK,Cimarron,115,1082,9.6,90.4
OK,Cleveland,34701,59019,37.0,63.0
OK,Coal,648,1709,27.5,72.5
OK,Comanche,12517,17657,41.5,58.5
OK,Cotton,657,1796,26.8,73.2
OK,Craig,1746,3552,33.0,67.0
OK,Creek,7114,18964,27.3,72.7
OK,Custer,2358,7442,24.1,75.9
OK,Delaware,4176,10056,29.3,70.7
OK,Dewey,301,1769,14.5,85.5
OK,Ellis,226,1575,12.5,87.5
OK,Garfield,4732,15176,23.8,76.2
OK,Garvin,2556,6922,27.0,73.0
OK,Grady,4780,14818,24.4,75.6
OK,Grant,393,1674,19.0,81.0
OK,Greer,488,1344,26.6,73.4
OK,Harmon,264,659,28.6,71.4
OK,Harper,173,1261,12.1,87.9
OK,Haskell,1175,3069,27.7,72.3
OK,Hughes,1370,2836,32.6,67.4
OK,Jackson,1953,5962,24.7,75.3
OK,Jefferson,602,1632,26.9,73.1
OK,Johnston,1134,2644,30.0,70.0
OK,Kay,4624,11498,28.7,71.3
OK,Kingfisher,844,4510,15.8,84.2
OK,Kiowa,1101,2309,32.3,67.7
OK,Latimer,1169,2620,30.9,69.1
OK,LeFlore,4658,11172,29.4,70.6
OK,Lincoln,3265,9542,25.5,74.5
OK,Logan,4686,12297,27.6,72.4
OK,Love,1034,2436,29.8,70.2
OK,McClain,3191,11108,22.3,77.7
OK,McCurtain,2440,7633,24.2,75.8
OK,McIntosh,2767,4498,38.1,61.9
OK,Major,446,2700,14.2,85.8
OK,Marshall,1396,3744,27.2,72.8
OK,Mayes,4822,9634,33.4,66.6
OK,Murray,1540,3606,29.9,70.1
OK,Muskogee,9943,13392,42.6,57.4
OK,Noble,1142,3484,24.7,75.3
OK,Nowata,1244,2832,30.5,69.5
OK,Okfuskee,1251,2328,35.0,65.0
OK,Oklahoma,106812,149525,41.7,58.3
OK,Okmulgee,5416,7712,41.3,58.7
OK,Osage,6695,11218,37.4,62.6
OK,Ottawa,3508,6465,35.2,64.8
OK,Pawnee,1813,4228,30.0,70.0
OK,Payne,9193,16467,35.8,64.2
OK,Pittsburg,4813,10785,30.9,69.1
OK,Pontotoc,3934,8921,30.6,69.4
OK,Pottawatomie,7182,16240,30.7,69.3
OK,Pushmataha,1043,3087,25.3,74.7
OK,Roger Mills,272,1402,16.2,83.8
OK,Rogers,9146,27531,24.9,75.1
OK,Seminole,2597,4852,34.9,65.1
OK,Sequoyah,4193,9573,30.5,69.5
OK,Stephens,3939,12907,23.4,76.6
OK,Texas,854,4908,14.8,85.2
OK,Tillman,906,1813,33.3,66.7
OK,Tulsa,82633,144908,36.3,63.7
OK,Wagoner,7773,20848,27.2,72.8
OK,Washington,5532,15667,26.1,73.9
OK,Washita,821,3482,19.1,80.9
OK,Woods,670,2725,19.7,80.3
OK,Woodward,1129,5936,16.0,84.0
OR,Oregon,932459,732288,56.0,44.0
OR,Baker,2364,5692,29.3,70.7
OR,Benton,27662,14922,65.0,35.0
OR,Clackamas,94013,87551,51.8,48.2
OR,Clatsop,9616,7101,57.5,42.5
OR,Columbia,11843,10645,52.7,47.3
OR,Coos,12628,14398,46.7,53.3
OR,Crook,3081,6769,31.3,68.7
OR,Curry,4611,6577,41.2,58.8
OR,Deschutes,34985,40670,46.2,53.8
OR,Douglas,17032,30588,35.8,64.2
OR,Gilliam,371,637,36.8,63.2
OR,Grant,834,2848,22.7,77.3
OR,Harney,829,2599,24.2,75.8
OR,Hood River,5977,3400,63.7,36.3
OR,Jackson,42341,46974,47.4,52.6
OR,Jefferson,3238,4576,41.4,58.6
OR,Josephine,14929,23636,38.7,61.3
OR,Klamath,8140,18654,30.4,69.6
OR,Lake,769,2801,21.5,78.5
OR,Lane,99891,60979,62.1,37.9
OR,Lincoln,13277,8623,60.6,39.4
OR,Linn,19893,28482,41.1,58.9
OR,Malheur,2701,6751,28.6,71.4
OR,Marion,54337,58435,48.2,51.8
OR,Morrow,1189,2524,32.0,68.0
OR,Multnomah,261222,71947,78.4,21.6
OR,Polk,15761,17377,47.6,52.4
OR,Sherman,317,677,31.9,68.1
OR,Tillamook,6249,5670,52.4,47.6
OR,Umatilla,8499,15425,35.5,64.5
OR,Union,3943,7608,34.1,65.9
OR,Wallowa,1252,2796,30.9,69.1
OR,Wasco,5066,5152,49.6,50.4
OR,Washington,124431,86551,59.0,41.0
OR,Wheeler,262,542,32.6,67.4
OR,Yamhill,18906,21711,46.5,53.5
PA,Pennsylvania,2907448,2619583,52.6,47.4
PA,Adams,14893,26490,36.0,64.0
PA,Allegheny,348151,259304,57.3,42.7
PA,Armstrong,8694,19231,31.1,68.9
PA,Beaver,36833,42118,46.7,53.3
PA,Bedford,4730,16509,22.3,77.7
PA,Berks,79895,80857,49.7,50.3
PA,Blair,15516,31500,33.0,67.0
PA,Bradford,8291,13827,37.5,62.5
PA,Bucks,159598,155876,50.6,49.4
PA,Butler,28385,59416,32.3,67.7
PA,Cambria,23181,33464,40.9,59.1
PA,Cameron,677,1264,34.9,65.1
PA,Carbon,11040,12710,46.5,53.5
PA,Centre,33677,33697,50.0,50.0
PA,Chester,122232,123280,49.8,50.2
PA,Clarion,4731,10228,31.6,68.4
PA,Clearfield,11093,20303,35.3,64.7
PA,Clinton,5503,6941,44.2,55.8
PA,Columbia,10424,13445,43.7,56.3
PA,Crawford,13024,19497,40.0,60.0
PA,Cumberland,43983,64365,40.6,59.4
PA,Dauphin,64209,56838,53.0,47.0
PA,Delaware,164805,105270,61.0,39.0
PA,Elk,5144,7099,42.0,58.0
PA,Erie,65136,46102,58.6,41.4
PA,Fayette,21841,25845,45.8,54.2
PA,Forest,894,1381,39.3,60.7
PA,Franklin,18910,43072,30.5,69.5
PA,Fulton,1297,4780,21.3,78.7
PA,Greene,5564,7985,41.1,58.9
PA,Huntingdon,5383,11953,31.1,68.9
PA,Indiana,14403,21187,40.5,59.5
PA,Jefferson,4535,12288,27.0,73.0
PA,Juniata,2533,6821,27.1,72.9
PA,Lackawanna,61309,34730,63.8,36.2
PA,Lancaster,87108,129364,40.2,59.8
PA,Lawrence,17427,20915,45.5,54.5
PA,Lebanon,18975,34010,35.8,64.2
PA,Lehigh,77029,66091,53.8,46.2
PA,Luzerne,63974,57969,52.5,47.5
PA,Lycoming,15104,30490,33.1,66.9
PA,McKean,5260,9494,35.7,64.3
PA,Mercer,23082,24304,48.7,51.3
PA,Mifflin,4259,11893,26.4,73.6
PA,Monroe,33431,25100,57.1,42.9
PA,Montgomery,227561,169903,57.3,42.7
PA,Montour,3026,4636,39.5,60.5
PA,Northampton,65014,59242,52.3,47.7
PA,Northumberland,12392,18516,40.1,59.9
PA,Perry,5430,12511,30.3,69.7
PA,Philadelphia,557024,91840,85.8,14.2
PA,Pike,10170,12713,44.4,55.6
PA,Potter,1892,5199,26.7,73.3
PA,Schuylkill,24453,32156,43.2,56.8
PA,Snyder,4672,10050,31.7,68.3
PA,Somerset,9420,23935,28.2,71.8
PA,Sullivan,1028,1859,35.6,64.4
PA,Susquehanna,6891,10735,39.1,60.9
PA,Tioga,5053,10599,32.3,67.7
PA,Union,6063,9863,38.1,61.9
PA,Venango,7469,12928,36.6,63.4
PA,Warren,6768,9415,41.8,58.2
PA,Washington,38503,50455,43.3,56.7
PA,Wayne,8138,12531,39.4,60.6
PA,Westmoreland,63380,103429,38.0,62.0
PA,Wyoming,4812,6189,43.7,56.3
PA,York,72126,111576,39.3,60.7
RI,Rhode Island,274342,155355,63.8,36.2
RI,Barrington,5546,3825,59.2,40.8
RI,Bristol,6341,3704,63.1,36.9
RI,Burrillville,3660,3039,54.6,45.4
RI,Central Falls,3390,509,86.9,13.1
RI,Charlestown,2433,1613,60.1,39.9
RI,Coventry,9091,6956,56.7,43.3
RI,Cranston,21324,12978,62.2,37.8
RI,Cumberland,9277,7096,56.7,43.3
RI,East Greenwich,3645,3524,50.8,49.2
RI,East Providence,14050,5740,71.0,29.0
RI,Exeter,1672,1472,53.2,46.8
RI,Foster,1279,1088,54.0,46.0
RI,Glocester,2523,2405,51.2,48.8
RI,Hopkinton,2044,1521,57.3,42.7
RI,Jamestown,1985,1209,62.1,37.9
RI,Johnston,7493,5407,58.1,41.9
RI,Lincoln,5754,4608,55.5,44.5
RI,Little Compton,1211,904,57.3,42.7
RI,Middletown,4282,2770,60.7,39.3
RI,Narragansett,4229,3193,57.0,43.0
RI,Newport,6145,2942,67.6,32.4
RI,New Shoreham,664,276,70.6,29.4
RI,North Kingstown,7828,6445,54.8,45.2
RI,North Providence,9592,5386,64.0,36.0
RI,North Smithfield,3046,2847,51.7,48.3
RI,Pawtucket,18042,5219,77.6,22.4
RI,Portsmouth,5009,4159,54.6,45.4
RI,Providence,41588,6877,85.8,14.2
RI,Richmond,1925,1503,56.2,43.8
RI,Scituate,2454,2826,46.5,53.5
RI,Smithfield,4875,4359,52.8,47.2
RI,South Kingstown,8572,4705,64.6,35.4
RI,Tiverton,4875,4359,52.8,47.2
RI,Warren,3056,1687,64.4,35.6
RI,Warwick,24403,15001,61.9,38.1
RI,Westerly,5537,3938,58.4,41.6
RI,West Greenwich,1202,1192,50.2,49.8
RI,West Warwick,6625,4113,61.7,38.3
RI,Woonsocket,7675,3960,66.0,34.0
SC,South Carolina,1049507,16060,98.5,1.5
SC,Abbeville,5923,71,98.8,1.2
SC,Aiken,41157,586,98.6,1.4
SC,Allendale,894,9,99.0,1.0
SC,Anderson,48493,715,98.5,1.5
SC,Bamberg,2190,34,98.5,1.5
SC,Barnwell,4655,43,99.1,0.9
SC,Beaufort,42580,502,98.8,1.2
SC,Berkeley,35764,729,98.0,2.0
SC,Calhoun,3705,37,99.0,1.0
SC,Charleston,77248,1848,97.7,2.3
SC,Cherokee,13306,117,99.1,0.9
SC,Chester,6336,81,98.7,1.3
SC,Chesterfield,8488,59,99.3,0.7
SC,Clarendon,6890,56,99.2,0.8
SC,Colleton,8439,84,99.0,1.0
SC,Darlington,14429,137,99.1,0.9
SC,Dillon,5477,23,99.6,0.4
SC,Dorchester,32469,543,98.4,1.6
SC,Edgefield,6511,64,99.0,1.0
SC,Fairfield,3996,67,98.4,1.6
SC,Florence,28825,288,99.0,1.0
SC,Georgetown,16476,186,98.9,1.1
SC,Greenville,120514,2248,98.2,1.8
SC,Greenwood,16290,206,98.8,1.2
SC,Hampton,3310,35,99.0,1.0
SC,Horry,66653,863,98.7,1.3
SC,Jasper,4169,43,99.0,1.0
SC,Kershaw,15846,213,98.7,1.3
SC,Lancaster,19273,261,98.7,1.3
SC,Laurens,14726,177,98.8,1.2
SC,Lee,2829,41,98.6,1.4
SC,Lexington,76392,1172,98.5,1.5
SC,McCormick,2460,21,99.2,0.8
SC,Marion,5114,35,99.3,0.7
SC,Marlboro,4010,51,98.7,1.3
SC,Newberry,9218,89,99.0,1.0
SC,Oconee,21573,294,98.7,1.3
SC,Orangeburg,11888,139,98.8,1.2
SC,Pickens,33385,566,98.3,1.7
SC,Richland,46725,928,98.1,1.9
SC,Saluda,5130,58,98.9,1.1
SC,Spartanburg,65951,905,98.6,1.4
SC,Sumter,19266,202,99.0,1.0
SC,Union,6566,71,98.9,1.1
SC,Williamsburg,4819,41,99.2,0.8
SC,York,59149,1122,98.1,1.9
SD,South Dakota,144988,210541,40.8,59.2
SD,Aurora,556,804,40.9,59.1
SD,Beadle,2881,4230,40.5,59.5
SD,Bennett,548,626,46.7,53.3
SD,Bon Homme,1167,1830,38.9,61.1
SD,Brookings,5826,6219,48.4,51.6
SD,Brown,7249,8320,46.6,53.4
SD,Brule,824,1499,35.5,64.5
SD,Buffalo,472,166,74.0,26.0
SD,Butte,1000,3068,24.6,75.4
SD,Campbell,153,616,19.9,80.1
SD,Charles Mix,1482,2229,39.9,60.1
SD,Clark,713,1067,40.1,59.9
SD,Clay,2955,2146,57.9,42.1
SD,Codington,4588,6696,40.7,59.3
SD,Corson,647,515,55.7,44.3
SD,Custer,1335,3062,30.4,69.6
SD,Davison,3042,4754,39.0,61.0
SD,Day,1497,1320,53.1,46.9
SD,Deuel,941,1175,44.5,55.5
SD,Dewey,1207,663,64.5,35.5
SD,Douglas,332,1334,19.9,80.1
SD,Edmunds,622,1264,33.0,67.0
SD,Fall River,1137,2256,33.5,66.5
SD,Faulk,331,765,30.2,69.8
SD,Grant,1493,2034,42.3,57.7
SD,Gregory,599,1507,28.4,71.6
SD,Haakon,138,940,12.8,87.2
SD,Hamlin,921,1803,33.8,66.2
SD,Hand,575,1242,31.6,68.4
SD,Hanson,760,1627,31.8,68.2
SD,Harding,82,638,11.4,88.6
SD,Hughes,2786,5219,34.8,65.2
SD,Hutchinson,923,2451,27.4,72.6
SD,Hyde,189,531,26.3,73.8
SD,Jackson,426,661,39.2,60.8
SD,Jerauld,452,538,45.7,54.3
SD,Jones,108,490,18.1,81.9
SD,Kingsbury,1092,1451,42.9,57.1
SD,Lake,2724,3419,44.3,55.7
SD,Lawrence,3973,7025,36.1,63.9
SD,Lincoln,7982,13611,37.0,63.0
SD,Lyman,605,933,39.3,60.7
SD,McCook,905,1655,35.4,64.6
SD,McPherson,272,921,22.8,77.2
SD,Marshall,1061,889,54.4,45.6
SD,Meade,2928,7560,27.9,72.1
SD,Mellette,375,381,49.6,50.4
SD,Miner,479,636,43.0,57.0
SD,Minnehaha,34668,40330,46.2,53.8
SD,Moody,1429,1535,48.2,51.8
SD,Pennington,15122,28229,34.9,65.1
SD,Perkins,319,1205,20.9,79.1
SD,Potter,339,1029,24.8,75.2
SD,Roberts,2302,1883,55.0,45.0
SD,Sanborn,389,688,36.1,63.9
SD,Shannon,2922,188,94.0,6.0
SD,Spink,1300,1670,43.8,56.2
SD,Stanley,435,1063,29.0,71.0
SD,Sully,186,611,23.3,76.7
SD,Todd,1976,498,79.9,20.1
SD,Tripp,737,1905,27.9,72.1
SD,Turner,1411,2715,34.2,65.8
SD,Union,2782,4698,37.2,62.8
SD,Walworth,671,1731,27.9,72.1
SD,Yankton,4208,5463,43.5,56.5
SD,Ziebach,439,314,58.3,41.7
TN,Tennessee,953043,1453097,39.6,60.4
TN,Anderson,10112,18941,34.8,65.2
TN,Bedford,4207,10026,29.6,70.4
TN,Benton,2255,3850,36.9,63.1
TN,Bledsoe,1267,3022,29.5,70.5
TN,Blount,12925,35417,26.7,73.3
TN,Bradley,8035,27417,22.7,77.3
TN,Campbell,3327,8602,27.9,72.1
TN,Cannon,1560,3308,32.0,68.0
TN,Carroll,3475,7219,32.5,67.5
TN,Carter,4786,15496,23.6,76.4
TN,Cheatham,4656,10266,31.2,68.8
TN,Chester,1622,4672,25.8,74.2
TN,Claiborne,2433,7617,24.2,75.8
TN,Clay,1037,1747,37.2,62.8
TN,Cocke,2804,8459,24.9,75.1
TN,Coffee,5865,13013,31.1,68.9
TN,Crockett,1669,3782,30.6,69.4
TN,Cumberland,6260,18651,25.1,74.9
TN,Davidson,138899,94464,59.5,40.5
TN,Decatur,1302,2873,31.2,68.8
TN,DeKalb,2168,4134,34.4,65.6
TN,Dickson,6228,11287,35.6,64.4
TN,Dyer,3757,9921,27.5,72.5
TN,Fayette,6683,12682,34.5,65.5
TN,Fentress,1559,5240,22.9,77.1
TN,Franklin,5594,10252,35.3,64.7
TN,Gibson,6564,12883,33.8,66.2
TN,Giles,3759,6914,35.2,64.8
TN,Grainger,1668,5469,23.4,76.6
TN,Greene,6216,17234,26.5,73.5
TN,Grundy,1637,2502,39.6,60.4
TN,Hamblen,5229,14515,26.5,73.5
TN,Hamilton,58794,79877,42.4,57.6
TN,Hancock,475,1527,23.7,76.3
TN,Hardeman,5479,4864,53.0,47.0
TN,Hardin,2467,7886,23.8,76.2
TN,Hawkins,5086,14376,26.1,73.9
TN,Haywood,4567,2960,60.7,39.3
TN,Henderson,2516,7418,25.3,74.7
TN,Henry,4337,8187,34.6,65.4
TN,Hickman,2693,4756,36.2,63.8
TN,Houston,1400,1579,47.0,53.0
TN,Humphreys,2904,3829,43.1,56.9
TN,Jackson,1736,2380,42.2,57.8
TN,Jefferson,4230,13037,24.5,75.5
TN,Johnson,1483,4611,24.3,75.7
TN,Knox,57594,106411,35.1,64.9
TN,Lake,884,1163,43.2,56.8
TN,Lauderdale,4010,4616,46.5,53.5
TN,Lawrence,4237,10770,28.2,71.8
TN,Lewis,1445,3116,31.7,68.3
TN,Lincoln,3283,9791,25.1,74.9
TN,Loudon,5057,16701,23.2,76.8
TN,McMinn,4603,12958,26.2,73.8
TN,McNairy,2643,7010,27.4,72.6
TN,Macon,1552,5259,22.8,77.2
TN,Madison,18360,21989,45.5,54.5
TN,Marion,3952,6268,38.7,61.3
TN,Marshall,3722,6823,35.3,64.7
TN,Maury,11819,20698,36.3,63.7
TN,Meigs,1163,2728,29.9,70.1
TN,Monroe,4368,11717,27.2,72.8
TN,Montgomery,24349,30159,44.7,55.3
TN,Moore,705,2053,25.6,74.4
TN,Morgan,1722,4668,26.9,73.1
TN,Obion,3320,8814,27.4,72.6
TN,Overton,2802,4772,37.0,63.0
TN,Perry,992,1578,38.6,61.4
TN,Pickett,711,1707,29.4,70.6
TN,Polk,1856,4108,31.1,68.9
TN,Putnam,7793,17242,31.1,68.9
TN,Rhea,2625,7793,25.2,74.8
TN,Roane,6014,14719,29.0,71.0
TN,Robertson,8289,17641,32.0,68.0
TN,Rutherford,36400,60829,37.4,62.6
TN,Scott,1452,5117,22.1,77.9
TN,Sequatchie,1488,3541,29.6,70.4
TN,Sevier,7415,25979,22.2,77.8
TN,Shelby,232201,135536,63.1,36.9
TN,Smith,2467,4492,35.5,64.5
TN,Stewart,2069,2963,41.1,58.9
TN,Sullivan,15303,43528,26.0,74.0
TN,Sumner,18571,45979,28.8,71.2
TN,Tipton,7020,16395,30.0,70.0
TN,Trousdale,1238,1610,43.5,56.5
TN,Unicoi,1909,5028,27.5,72.5
TN,Union,1474,4278,25.6,74.4
TN,Van Buren,875,1384,38.7,61.3
TN,Warren,4748,8007,37.2,62.8
TN,Washington,14318,32787,30.4,69.6
TN,Wayne,1163,4251,21.5,78.5
TN,Weakley,3547,8601,29.2,70.8
TN,White,2793,6192,31.1,68.9
TN,Williamson,24328,68090,26.3,73.7
TN,Wilson,14669,36076,28.9,71.1
TX,Texas,3294440,4555799,42.0,58.0
TX,Anderson,3796,12235,23.7,76.3
TX,Andrews,794,3636,17.9,82.1
TX,Angelina,7833,20301,27.8,72.2
TX,Aransas,2703,6829,28.4,71.6
TX,Archer,525,3599,12.7,87.3
TX,Armstrong,98,828,10.6,89.4
TX,Atascosa,5128,7451,40.8,59.2
TX,Austin,2252,9260,19.6,80.4
TX,Bailey,466,1336,25.9,74.1
TX,Bandera,1859,7423,20.0,80.0
TX,Bastrop,9860,14019,41.3,58.7
TX,Baylor,267,1297,17.1,82.9
TX,Bee,3451,4354,44.2,55.8
TX,Bell,35315,49369,41.7,58.3
TX,Bexar,263871,240519,52.3,47.7
TX,Blanco,1220,3637,25.1,74.9
TX,Borden,32,324,9.0,91.0
TX,Bosque,1366,5873,18.9,81.1
TX,Bowie,10184,24840,29.1,70.9
TX,Brazoria,34327,70684,32.7,67.3
TX,Brazos,17440,37152,31.9,68.1
TX,Brewster,1765,1975,47.2,52.8
TX,Briscoe,117,576,16.9,83.1
TX,Brooks,1886,507,78.8,21.2
TX,Brown,1904,11894,13.8,86.2
TX,Burleson,1705,4671,26.7,73.3
TX,Burnet,3672,12828,22.3,77.7
TX,Caldwell,4787,6018,44.3,55.7
TX,Calhoun,2510,4145,37.7,62.3
TX,Callahan,751,4376,14.6,85.4
TX,Cameron,49159,24955,66.3,33.7
TX,Camp,1428,2878,33.2,66.8
TX,Carson,292,2450,10.6,89.4
TX,Cass,2921,8747,25.0,75.0
TX,Castro,630,1470,30.0,70.0
TX,Chambers,2780,11761,19.1,80.9
TX,Cherokee,3935,12291,24.3,75.7
TX,Childress,320,1665,16.1,83.9
TX,Clay,740,4266,14.8,85.2
TX,Cochran,256,648,28.3,71.7
TX,Coke,179,1216,12.8,87.2
TX,Coleman,441,3007,12.8,87.2
TX,Collin,100754,195933,34.0,66.0
TX,Collingsworth,177,962,15.5,84.5
TX,Colorado,2024,6015,25.2,74.8
TX,Comal,11437,39291,22.5,77.5
TX,Comanche,890,3940,18.4,81.6
TX,Concho,194,793,19.7,80.3
TX,Cooke,2240,11901,15.8,84.2
TX,Coryell,5141,11193,31.5,68.5
TX,Cottle,180,553,24.6,75.4
TX,Crane,275,985,21.8,78.2
TX,Crockett,480,957,33.4,66.6
TX,Crosby,639,1132,36.1,63.9
TX,Culberson,566,294,65.8,34.2
TX,Dallam,253,1248,16.9,83.1
TX,Dallas,403170,294339,57.8,42.2
TX,Dawson,1017,2591,28.2,71.8
TX,Deaf Smith,1239,3042,28.9,71.1
TX,Delta,454,1524,23.0,77.0
TX,Denton,79917,156105,33.9,66.1
TX,De Witt,1463,5114,22.2,77.8
TX,Dickens,216,793,21.4,78.6
TX,Dimmit,2141,762,73.8,26.2
TX,Donley,226,1286,14.9,85.1
TX,Duval,3331,979,77.3,22.7
TX,Eastland,970,5443,15.1,84.9
